customer_id,total_usage_app_facebook_daily,total_usage_app_helakuru_daily,total_usage_app_other,total_usage_app_tiktok_daily,total_usage_app_whatsapp_daily,total_usage_app_youtube_daily,total_usage_pack_data,total_usage_pack_vas,total_usage_voice_d2d_incoming,total_usage_voice_d2d_outgoing,total_usage_voice_d2nd_outgoing,total_usage_voice_nd2d_incoming,churn,prediction,segment
001c4d5f527ed347fe7af027e6c7753048f6830560e37aba5d3241f4b4066a7f,5942.85,2395.44,6420.57,10601.67,200.52,23551.61,15150.32,2617.4700000000003,807.47,3343.16,929.99,2577.98,0,0,Loyal
001c595ea645e3dde0487317fc59db979ce90b9a558d7dc1e00e2a61c6b927c7,7062.19,93.63,1532.25,2885.29,1086.24,1015.81,1903.5,483.49,621.6,700.3,150.18,1772.56,0,0,Loyal
001e42aa0baee1bc31114903b2db471458b0725e84dd3b69aff99e9a7bbe9a33,2903.62,146.05,1312.42,1332.73,311.24,13575.83,1852.74,845.84,1911.67,500.47,1956.8799999999999,238.81,0,0,Loyal
001fcc57d3f07cb5404ee0efd3bc3cf23f949488d6765be40225e530cc554074,11450.64,1676.45,1069.38,12059.289999999999,2270.76,15197.81,7532.67,2977.74,3886.93,327.36,1200.11,1215.82,0,0,Loyal
00200307799010a0c5880017792ada3f0a5328edb309fbd6611e1e147636c2d3,2589.44,1554.29,2554.88,1855.8400000000001,105.82000000000001,1639.32,4207.45,709.1,1420.23,2098.24,392.16,281.07,0,0,Loyal
0020100dbc05feb6e5faae2d0ff6c5cf2bae4911fb08d8cac43111b3d68030cf,15148.4,963.59,13053.21,8215.1,742.95,32132.94,23981.57,3874.54,2473.05,237.57,1771.55,3881.55,0,0,Loyal
002046583c47cf1e7a9fbac01087c78a86841838ee01e1029e089e34e9acda46,2714.59,1046.55,17848.02,10834.65,2013.55,20712.09,7492.01,3635.57,788.66,3972.87,1492.54,1316.79,0,0,Loyal
002254859e771954678cc0bb0718b00bddca647f8e9c19048e0567c2b66055be,7640.31,1687.42,1431.87,1303.3700000000001,1041.78,3471.13,4346.03,1093.96,145.24,501.44,855.86,3843.08,0,0,Loyal
0022acb0b4f87b9cb049ced3d9b4bee4dbdec6470b0b26ee00ea8d4012f64240,1338.82,166.65,18839.38,7316.59,445.63,13593.06,5253.89,317.65,143.46,2335.25,426.44,901.4300000000001,0,0,Loyal
0023dbd9d0d319b3939054ee4cbd75f1c6a804b22d2f29c317b245543c0e8d6d,14372.89,95.36,2627.33,3153.06,1458.6,21550.5,16648.48,3965.12,2416.48,4735.29,436.49,3782.64,0,0,Loyal
00253c3e61a798ba1b2de698c7b433f191ccfc31ed93e413ac40b06f6e655fca,13847.38,354.54,19128.64,3588.09,1016.16,2118.77,23727.89,2734.08,4002.87,194.9,154.9,1696.74,0,0,Loyal
0025f0c3ede4ce6c611ad08e8ffc3d1db93416eb5a772d7ffcb0b3742c4eec09,10302.01,617.39,14972.23,1063.74,1646.28,1040.69,7951.23,2902.42,3336.64,4327.05,3030.92,4088.36,0,0,Loyal
00288d3bc379e5d005970712b8f86fbc20f3054ddc89d64fa16bc15bb6e841a9,8981.59,265.71999999999997,19181.67,10756.77,2007.49,5405.93,2392.3,3498.92,2874.95,4122.22,3986.39,1161.46,0,0,Loyal
00298bd8171e0001c703f3691e5bb069835144e501fb9007f82a937ddcc9af48,10692.93,1617.1399999999999,19881.35,8707.33,1999.25,4614.12,7787.37,6016.6,4027.27,3946.94,5641.67,3899.69,0,0,Loyal
002a47996b9f80c58f75d4baa30638ef532e23ea05ac625c7cd9e8d79c27b4b6,14307.16,889.75,19205.54,965.88,1559.79,19437.04,15684.96,3251.39,1037.65,1976.98,205.41,4805.47,0,0,Loyal
002a7be7917f1562ef1b0161345368845083a0c584b3e908d9cfb124e0143efc,652.6,1907.5,26144.19,1640.12,3250.72,15955.1,1484.71,4105.23,2603.73,1267.88,3897.24,1975.28,0,0,Loyal
002d3bc3d4be4463df356e5fc45bc3fdd843db27d61c2c9b8cb15786e3439187,14462.74,1922.3,12855.0,12752.01,1984.17,993.54,8520.51,1077.83,773.61,1469.92,1561.49,584.47,0,0,Loyal
002d876bd01638236265cbab5317d959425f471554f4a9967b03557b045e2fb6,4414.67,99.69,6284.78,1567.35,1939.77,24812.3,7471.78,4478.84,1057.32,3211.7,1043.74,414.21999999999997,0,0,Loyal
002dab5fa7bb54c2bbd3d1e511a793f34d4a3750d2b400b7ebbc3a9f6ec52b97,5620.44,75.75,4065.86,4397.84,815.75,8239.19,1779.06,3356.7,3697.05,4047.29,1208.06,2289.33,0,0,Loyal
00311f0f28a84631cc3754319d509c46a3363eef208b62cf7d761866122246ba,5015.31,2063.91,11146.56,7158.39,757.44,1613.51,12118.48,527.95,489.16,257.78,201.81,382.73,0,0,Loyal
003323a6f5db521a4296976dacb08d20156a93b110c672f0e72825a35aaeb3a3,1691.1299999999999,487.91,1046.17,2290.52,277.82,1290.71,9495.08,528.57,1245.99,1611.51,1856.44,269.53,0,0,Loyal
0034a8d2cebd49dfd7d43cec55aec3dd218028d51738644ec12b215684c0da1b,1479.69,745.47,645.57,1264.46,232.62,22302.11,3875.72,236.3,228.48,168.73000000000002,219.82,179.15,0,0,Loyal
00390de2b7074071bb6494e818e84884ef6331ceb0b1e70948bde3ef4ba57b92,1139.52,600.74,741.87,914.76,151.9,21665.25,2858.93,3907.14,256.53,152.88,353.92,434.51,0,0,Loyal
003a352baff445fbe78b563d7b91229321d7c31cfe2904e75a6aa04e9f1b20b6,16070.78,2198.34,1807.55,10025.53,1354.25,23244.66,6451.2,2404.74,2020.4,1447.46,3322.35,1505.13,0,0,Loyal
003a604424ce1e5aa892489521f3a4fce4042d65777ba34d916155ceac7e994b,10942.380000000001,240.57,11778.87,3356.75,1729.48,9398.56,10696.55,136.12,3938.33,3615.38,3844.37,1432.72,0,0,Loyal
003caa8365745ef00c82b0cee3532cf3dede2cc98f3c4a16ae35ddb57edc1f25,1334.49,744.03,19439.86,3654.4700000000003,1212.07,6836.36,864.86,2851.8,1492.41,1487.69,4135.81,5324.19,0,0,Loyal
003e32c15a7a0b390d24ac55ad2edd5d9fe0cb103c5b986e35d5209a838ce1c3,1881.73,142.66,1177.34,577.07,78.46,914.11,4478.39,590.47,773.32,1844.97,508.93,776.66,1,1,At Risk
003e6be354405b07039aacf920f03b6dad1aae1e13461e88463db508f329933d,2913.46,172.75,1833.91,612.43,284.93,1139.97,2055.27,514.08,672.15,600.87,906.63,269.82,0,0,Loyal
0041c4768b9b3d7f1e8f4cf8c6125ca39ec614f1fea41921e73a0a00a0d4a83c,2791.79,329.87,17647.989999999998,1525.97,264.02,28246.64,1383.09,387.62,485.0,486.25,282.05,310.78,0,0,Loyal
0041ce3b464bcb507f9a01e521d18cab12935de2ca7fc2f169c654063aade456,11270.89,169.17,7491.21,2973.17,1071.27,1702.46,1102.11,1074.08,262.37,261.67,1080.5,157.31,0,0,Loyal
0043624d80ef723fc0b4c9114c3fabe2f8e9ee15dfe80c6b0c694b628794f3fb,1896.8600000000001,334.19,6151.01,2033.95,162.9,3616.93,1226.38,492.46,257.27,3721.09,1748.96,4146.19,0,0,Loyal
0043c07d70ed8799396d80263d8083f01b58989b1fbb99b922be8b8edb569179,859.69,288.88,5735.1,4015.96,1505.59,19130.32,20409.13,3937.42,3523.83,2787.14,2299.5099999999998,2964.73,0,0,Loyal
00449db7dbab63684dacf29e15686460fcd6277a0dd3a85c884a17df0df43cf0,13546.42,1820.55,20770.28,10680.77,2464.79,12773.03,15363.77,2065.59,2344.12,1641.54,2052.47,2768.39,0,0,Loyal
0045df7ed346b656f03c5bc0f79ec652b8f48ac6b6d1974c4c78657886f6025f,993.79,167.28,4714.94,4338.65,121.33,1227.52,3638.95,244.61,177.83,1805.93,492.76,1198.34,0,0,Loyal
00468e04214a62cbf8472b3393f61e85cb81268d32b7390bbd1bba78673c458b,1163.36,95.13,21368.9,6987.61,1634.42,8082.87,11897.32,1508.76,3151.05,2021.41,2482.8,2451.38,0,0,Loyal
0046a3c9958f6df4f7dff609af569f42175d30382e2ca3e511824e980f425c07,2681.25,104.74000000000001,2380.98,1088.88,195.32,3360.98,833.88,283.56,874.76,125.84,674.58,299.72,0,0,Loyal
00475373fb1b1c111ca72bbc0b7aec48b476e56a802e55721e891d5452761bd1,1038.94,636.03,9831.95,11506.380000000001,741.88,22543.21,13161.98,1199.07,859.93,3211.77,2692.84,828.22,0,0,Loyal
0048d87e7c5ecc967c3794a139fd993b69832710e4b3482dd820de4461285534,5406.4800000000005,518.86,18853.35,10133.75,1923.16,15576.36,3177.5,326.94,3920.89,707.92,3995.61,4036.55,0,0,Loyal
0048e34d8415c39f55101a85fd05257e090fd88799b9e157450bc54af28aed3e,1242.24,150.69,8098.76,536.53,254.81,2280.47,762.56,428.53,340.3,264.05,448.24,669.74,0,0,Loyal
0049715eedbfe950c6373e499e7ad09660f29dd3bed855ae058f71e035d93ca3,5510.09,2325.4700000000003,21046.56,8144.38,342.81,21478.74,14329.03,2614.0,3754.43,1461.0,3108.02,3950.86,0,0,Loyal
0049bcc29c74f1f0d56ba90b6b2ebd09eba9857542c88670e04eb5f2f75f2683,1504.0,1984.02,1286.74,10121.15,1318.66,32987.21,7837.8,4800.9,5252.54,1319.89,2873.25,4619.85,0,0,Loyal
0049f7dc6e09b9d907db1a974b47725d27b08feae4aa792db9ed1ef0afd6365c,858.75,124.28,1168.7,1017.8,461.43,2545.72,4818.12,275.23,631.64,2786.09,814.6899999999999,217.35999999999999,0,0,Loyal
004a63075245ae3bd6b098753c319a30d20a1d465ac2e8a8b77ef950192ca7e0,772.78,1937.3,15241.29,12492.58,1995.6399999999999,24177.72,13591.92,3550.63,1806.8,1715.47,5690.849999999999,1773.19,0,0,Loyal
004fe758995cb3b42731c1699fc3e5f2a5c2dbf118d0da2026f46673996f8918,798.4,166.18,1099.77,2508.02,120.87,9086.73,1290.57,4397.4,251.8,339.46,278.73,304.64,0,0,Loyal
005088d4688bb0cf09eb9281c8f306d5bd48d24ab95af6f6c9aca280f60040ae,8050.42,1151.16,17569.28,12196.66,1142.18,10612.7,19810.92,4094.3,1564.17,3962.51,1744.95,3550.06,0,0,Loyal
00516d819fb415dd62777ea3f04fb62502245da91c1a944f731d3de115b3958b,1455.83,204.79,13179.82,1697.03,1394.24,18053.88,6394.94,299.88,243.82999999999998,279.31,262.49,1066.6200000000001,0,0,Loyal
0051890d3744b0bf74105cf231928a4210868b230cd4f234970e5179f5a11818,7857.59,1881.67,2176.98,11772.14,82.93,23609.34,21073.78,213.3,2829.04,296.64,3800.84,3780.95,1,1,At Risk
005298227136ad69320774253090c2d547244a47de02f9002e944174a790d64f,3466.14,86.56,7008.56,11475.26,691.93,18695.91,15426.87,4778.57,5654.99,1094.82,2599.73,1157.94,0,0,Loyal
0052a3c434457a3b204e6fef9c0faaba23c0171deb409545d6f46c5edd63ccd6,15174.45,2091.18,21112.14,9578.41,2460.17,23106.96,1123.07,5574.68,3573.65,992.77,4537.95,2129.15,0,0,Loyal
0054abd851dd4ee02f68949188677c5339f07bbbe1dd5c12a6199c3dbf42325f,14860.74,1799.57,18397.52,2789.58,793.84,23265.96,7800.33,1658.76,260.86,2654.69,2680.93,720.3,0,0,Loyal
0054e74e8be9427d07d62c823cebfaa2d97aa143f640ee2babe94b04f90c7f81,7363.2,847.49,1244.67,1290.17,136.47,2577.23,849.14,737.0,534.83,4066.76,272.29,2264.96,0,0,Loyal
0057549d464cef32259fb517e03bac2f3271d71378fd66e3810a01a8f8aa198a,7253.18,1316.46,1542.18,8900.61,1962.91,24519.23,19808.67,536.52,1784.05,812.12,1030.81,3824.14,0,0,Loyal
00576943f8c5a4d54b9b7918eca2cb74ca149d53095f85532df5ef8b12e203d8,20110.84,1070.43,19143.19,13621.76,2755.65,16999.56,15292.53,5386.02,601.79,4033.94,3788.93,4686.7,0,0,Loyal
00576ce5c0732d82932175f2857dc7fe155c3e9c40c79a8a4510c57eea25638f,12281.0,727.47,4519.63,5212.39,87.98,1562.09,12209.18,2483.73,3661.59,2827.48,3892.23,2157.29,1,1,At Risk
005a79a8f12599b525194de4d6126a68c0252b885755397e2dd1af7e8df0cb69,12624.69,1687.25,8710.01,1830.0,1875.33,14427.6,8240.74,2161.78,4633.89,922.54,4122.4,237.32999999999998,0,0,Loyal
005c9747a4fa47a68a6a88d5c9ebca4caa0410dd136d3e3cb2fff035c24d1243,1495.19,300.69,3807.93,1064.94,212.15,2568.1,3141.91,147.07,900.46,261.03,234.22,694.54,0,0,Loyal
005f98dff857ec1a01dab7d098436f6125422660798f676c6a2d4771d1fc8e29,12701.9,1838.79,1050.69,4939.95,578.94,23525.96,25931.01,614.07,3896.83,1600.19,2282.37,2270.36,0,0,Loyal
00609cbbb68f23d5c59a8bb02643754cca12bf8719c912ee5d710af61ced2dc6,11825.85,1983.3600000000001,17661.29,5810.18,352.79,23926.33,15895.81,3530.52,2568.55,5483.5,2279.75,1157.6200000000001,0,0,Loyal
0060d1181a56b1d6638e687ecb52e400a0bb98bd7a5740946a57bdd7d8ecca19,4740.44,812.11,11349.64,1234.55,127.05,6164.26,18944.33,614.06,190.81,4027.04,2515.67,1978.01,0,0,Loyal
00612967bc5d00ae915a1f39625ae296941ad82edacff577157ff96bb273069c,3021.21,1955.42,12036.26,12658.43,1964.09,2905.69,4236.88,5156.92,3853.72,249.59,3535.7,920.08,0,0,Loyal
006253baa61aa36f1fda312b06f2587bc01ff08f5f2c5ba3a31680db42a498ed,1020.79,1953.61,15080.12,2013.41,113.17,22562.54,7980.820000000001,252.14,523.49,3840.74,493.82,883.62,0,0,Loyal
006271c917d13b6726a5085ef90a7bda83d85a8ba5f899514023a9f0dca6dc46,927.76,249.63,8056.42,9359.89,249.53,1554.93,12405.18,3923.48,5220.24,3380.48,578.08,1557.37,0,0,Loyal
0063658edc0fa16d3850ddac6f73f80f5f74a1998ab8824969427fbacb4e2718,10418.97,906.03,6293.84,3755.42,2150.45,14461.869999999999,19470.39,1982.27,3905.85,4013.29,2541.31,935.04,0,0,Loyal
0063c117b35d14c2603cbdd22217fb86adef990fb246274899b64e466f172201,7077.63,1835.41,6705.67,13550.73,1252.92,13949.57,20457.82,958.72,5700.7,2424.97,2888.35,1299.74,0,0,Loyal
00648347602d005826762f65ca60734cbc61ffbb2faa99aae8a40d2422cbe220,13150.27,2011.44,7339.74,4414.82,526.25,11246.57,7873.54,449.81,3995.56,3856.3,4441.3,402.53000000000003,0,0,Loyal
0066176cf744491c8b1d565247c3a081cb8dcff17242240489c66e601d847d92,8281.11,627.62,5520.49,2887.08,398.85,2247.33,825.72,1642.96,908.02,4005.19,3939.29,1580.13,0,0,Loyal
00689a5c512263594fddc9c4df919b4c112293351f7b3b8fb8ff54fe8d6fd027,8138.02,1998.81,1484.2,3977.03,111.59,20224.88,20321.22,967.61,1611.0,1345.36,3097.66,883.65,0,0,Loyal
0068f2cea7d29e6ce992dfba0e9fbfc6b9e1cb9f01498ec82fb4fffeb91c8d4c,14002.76,1168.57,14849.57,8293.720000000001,1927.43,13736.64,5940.26,3938.79,967.24,1251.04,1578.45,627.59,0,0,Loyal
00696da1fdc870266fe0516c23d2bbc19bff2c9bd207feecddee939683e6c90f,16919.920000000002,75.76,20003.66,8250.99,2629.6,34952.4,1666.32,940.54,4009.66,2748.2,3241.79,1932.86,0,0,Loyal
006aae661dbaa215ee11125c73890b0952f1cf9a3e4cd82f7ca7b6b51635cd8b,12777.4,1948.6,20881.8,11497.2,1158.22,24065.72,14579.25,3298.77,3976.75,601.2,1357.2,977.54,0,0,Loyal
006b0e7bd07cec05e0952cb61c30893f6d30d7962f9efc99d0f041f6fadcc320,14301.34,2011.42,19801.31,14439.66,2891.44,1992.8400000000001,13493.89,948.47,2514.05,2710.82,2282.35,1039.8,0,0,Loyal
006d3b91690289bf4379d8d272f37f3f822e8893c6a8c51c7606cfe13933fb05,3252.17,677.73,14831.38,8200.34,128.21,13751.26,31444.1,1118.5,1470.93,1202.01,2507.03,4040.32,0,0,Loyal
006f32aae4a3ff9dc4fd77057c3f111e5cfe72604156eac0049ce764503e9472,15065.88,1617.88,12718.45,598.1,1172.19,12894.44,7554.89,1543.73,3349.17,138.48,3551.72,1191.15,0,0,Loyal
006f633c222fd163848d93a00619b01b450b0eb9a4b3e33be86378e8550ef188,8555.73,2143.71,3480.41,20318.89,1261.53,13632.26,2994.82,1534.9,1051.53,430.13,1562.62,291.0,0,0,Loyal
0070704253a5b4ef4e6749bbaa4442aa8fedc6b29d4298f382c9d7e044c5dd8c,7339.47,700.69,1981.87,3116.81,201.51,15053.51,23755.15,980.53,5449.78,4417.99,3924.58,1919.79,0,0,Loyal
0074a13c0e39f4de698ec0719da575f9c7e6583b131159e49459c373b230ebf5,9773.27,876.25,17371.4,8651.44,1794.6299999999999,16043.08,18993.83,3844.53,247.89,1456.77,3512.03,3982.78,0,0,Loyal
0074fb03dde8786acaea06367aaf96c5faab869b8b826d55f263725ed4d274a4,598.72,158.12,23584.06,12304.01,529.57,25307.24,18229.34,403.63,243.93,232.6,419.46999999999997,233.97,0,0,Loyal
0075167c8bc869ec3c37243f2e16919effdaa033421d9f8d3ad7de678ba4be19,12002.93,1685.13,8422.67,6030.94,120.94,2311.57,16179.98,3982.3,2652.56,1236.49,2661.29,3277.2799999999997,0,0,Loyal
007532323e4e18f93545086a6eff9adcadeffd2632bfe618f82e67979c06c2be,15939.56,1860.44,19879.76,3327.85,1924.95,9601.039999999999,2206.37,1425.38,739.66,5408.86,1882.1,1765.93,0,0,Loyal
0076999e1942a29d4a239785f4e33b40524956142926f54ce36c187737ce0787,22284.31,2025.1299999999999,19082.9,13462.98,1825.56,1775.76,13270.42,3664.43,3988.56,2971.16,3922.32,1686.97,0,0,Loyal
0076aff2d2e4be5ba4b8e93b68a51ff53080572928595390f7d7c795e058af57,787.61,104.34,3483.79,885.15,168.02,1362.6,2185.52,199.56,1344.31,1999.85,255.05,2315.7200000000003,0,0,Loyal
0077071525f1232cb643c0942d60ac91a1c49e78f967f48134f1eac85d3a1623,14235.86,520.33,11220.98,4875.24,1696.02,12943.06,25223.37,1852.03,3786.4900000000002,2407.77,2034.1499999999999,2763.34,0,0,Loyal
00774619ebd936166de59b11645a952e57dcf2810a596b891e54f49e9f50d776,775.67,422.35,7095.59,621.93,207.04,4810.65,15383.38,2837.0099999999998,165.53,1887.61,669.59,192.61,0,0,Loyal
00785365499d4e3444e39ef3d9cef2edeef08b1639f639ff2c6f7380faaf3e2e,14621.81,1987.56,8216.81,11432.92,484.73,28760.93,9881.08,1442.91,856.41,169.68,2463.59,1809.99,0,0,Loyal
007860b6acecc9620da00f898a14f16fa799b387d6931b4386da7f669e45ede9,12190.45,834.6,31048.03,3001.56,1367.04,12042.75,20181.1,204.96,1188.58,2292.94,4097.79,1605.01,0,0,Loyal
007d3575e4b8876c5b740360ba5db6485dddffdf79590d79e94c4c360fec5812,954.47,284.72,975.5,2346.06,2375.94,5659.2,1744.07,3970.87,2173.24,192.49,326.43,2121.91,0,0,Loyal
007e61fb257709ad2d941c8871bdd742351a9e491120e729e605c705841b87b3,7404.51,94.84,9108.95,1011.51,1188.29,1141.7,19207.26,3910.53,1351.16,194.36,456.64,494.32,0,0,Loyal
007f0a29bc39e3e17c0bc9c5c061b822aa8b789642dea073681436b3215b8604,14990.63,654.76,9992.14,8729.24,1982.43,22012.52,19588.51,4051.1,1305.23,1142.94,2785.75,538.62,0,0,Loyal
00804ff69edc59617e4cfccd351ac361f55e857facaf5ac9e7cbe4ab474ed4db,10783.65,1026.44,10110.3,9656.56,2002.8700000000001,21635.16,11865.25,4025.84,2020.93,3303.75,3620.82,2750.82,0,0,Loyal
008214a7ec9fa749a3524c28f08aa77525be2e3196364e0c908c3e6011ef037f,4229.83,104.91,3990.04,13027.09,195.29,1726.39,3980.32,481.12,2770.7200000000003,335.64,199.87,758.64,0,0,Loyal
0082e50c8af8524baf946566988196c53cc2c51673ec6ff4debbb55c12744c45,5017.16,1709.75,3696.9,7726.34,1467.9,23227.94,1450.98,3349.34,187.17,2324.24,337.28,2211.0099999999998,0,0,Loyal
00830e5c3353b1a6f69778cef2ad4836dc9824262d8014aa34855e354a2051b1,7324.63,192.96,4937.87,4064.07,1514.39,4595.67,4805.73,1790.6,935.48,3804.2200000000003,240.24,300.15,0,0,Loyal
0083b4090dfa50b697a4628b0c50f79c836c000a21ab96ae4f6dbd583b09e4df,1366.09,209.6,1139.84,1004.18,114.91,4678.23,3547.79,2882.71,168.05,339.29,4161.45,1398.8,0,0,Loyal
0083f130591ae45cc50698c02f12f89aef1d6235b88252086f157089493cef04,13262.45,486.37,9696.61,8731.86,1995.58,1276.76,5333.77,2878.68,2386.61,198.1,3446.55,2616.42,0,0,Loyal
0084d1715862d7e743129d26ae46e146f7d2a161e07e30e1b097686459f00f77,11017.93,1766.72,20055.81,10466.5,142.51,21061.12,1407.29,2176.21,2202.5,2852.46,2845.46,317.64,0,0,Loyal
0084f9e545651c8c3645ffedf2b70292e3eecb46acffc530eae8ba4dee56d0e5,7168.11,314.71999999999997,25058.489999999998,644.6,1108.53,1603.41,1543.19,652.3,409.31,279.46,293.49,270.88,0,0,Loyal
00865aa5e2aac82288d2ea90cdc1d4964512a5e96226e00860bc5bbcf3ea942f,12533.47,316.24,19745.8,1405.78,1241.44,1543.05,19184.56,2979.87,842.92,4143.5199999999995,2783.67,3414.32,0,0,Loyal
